area_code,area_name,measure,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
E0600041,Bedford,working_age_share_pct,63.682,64.224,63.877,64.057,0.643,0.638,0.638,63.673,64.162,64.816,64.300,63.678
E0600042,Cambridge,unemployment_rate,3.248,3.281,2.041,3.828,2.209,1.856,3.610,2.745,2.308,3.557,4.386,2.389
E0600042,Cambridge,economic_inactivity_rate,17.746,18.571,16.707,18.242,17.889,18.205,15.999,17.319,17.684,16.858,18.237,19.033
E0600042,Cambridge,employment_rate,78.614,78.975,80.600,77.371,79.928,80.486,79.472,79.588,80.315,79.663,77.501,77.661
E0600042,Cambridge,claimant_count_rate,0.580,1.175,0.986,1.831,0.159,0.100,1.030,1.346,0.551,0.796,2.331,0.500
E0600042,Cambridge,qualification_level4_pct,28.300,28.499,28.451,28.141,30.416,29.567,30.130,31.322,32.862,33.006,34.851,34.472
E0600042,Cambridge,working_age_share_pct,64.784,64.426,64.800,64.292,0.639,0.640,0.640,64.751,64.476,64.508,63.560,64.175
E0600043,Chelmsford,unemployment_rate,8.683,7.191,8.024,8.327,7.476,8.792,7.383,8.471,8.090,8.177,9.233,6.818
E0600043,Chelmsford,economic_inactivity_rate,22.210,24.380,22.835,21.810,22.958,21.009,23.397,21.412,22.005,21.102,21.451,21.353
E0600043,Chelmsford,employment_rate,68.771,68.291,69.157,69.735,69.837,69.306,69.020,70.710,70.666,70.206,69.588,72.937
E0600043,Chelmsford,claimant_count_rate,6.965,5.573,6.336,6.536,6.049,7.055,5.982,6.667,6.113,6.869,7.563,5.662
E0600043,Chelmsford,qualification_level4_pct,24.777,25.118,24.471,26.155,28.947,29.657,29.433,30.126,32.275,32.432,34.318,34.051
E0600043,Chelmsford,working_age_share_pct,62.922,62.705,63.248,62.940,0.628,0.638,0.623,62.470,62.159,62.181,62.716,61.705
E0600044,Luton,unemployment_rate,8.128,8.320,6.687,6.275,6.989,6.814,6.979,6.728,7.279,7.037,8.853,7.821
E0600044,Luton,economic_inactivity_rate,24.582,24.426,23.785,23.826,25.126,24.584,25.519,21.655,22.749,22.844,24.162,24.721
E0600044,Luton,employment_rate,67.755,66.347,69.174,69.947,67.602,67.884,67.738,71.926,69.941,70.340,67.152,67.208
E0600044,Luton,claimant_count_rate,6.693,6.969,4.833,4.636,5.950,5.355,4.626,5.322,5.342,5.632,6.877,6.258
E0600044,Luton,qualification_level4_pct,20.054,20.400,24.119,22.621,23.504,26.457,24.801,27.076,28.938,28.893,28.661,27.939
E0600044,Luton,working_age_share_pct,62.958,62.773,62.418,62.912,0.628,0.627,0.628,63.017,62.929,62.729,62.746,62.618
E0600045,Norwich,unemployment_rate,3.006,4.031,4.812,4.012,1.572,2.268,2.001,3.027,3.525,2.348,3.367,1.443
E0600045,Norwich,economic_inactivity_rate,18.068,19.485,17.851,18.958,18.762,19.382,17.028,19.004,17.843,17.282,18.068,16.674
E0600045,Norwich,employment_rate,79.297,74.990,77.714,77.766,79.615,77.702,80.956,77.581,78.184,80.160,78.331,81.733
E0600045,Norwich,claimant_count_rate,0.325,1.652,1.514,1.106,0.100,0.128,0.100,0.392,0.897,0.432,1.048,0.100
E0600045,Norwich,qualification_level4_pct,25.935,27.680,25.605,28.334,29.449,30.546,29.314,31.297,28.100,30.046,32.009,33.783
E0600045,Norwich,working_age_share_pct,64.504,64.473,63.612,63.630,0.630,0.634,0.635,63.566,63.473,63.763,63.618,63.611
E0600046,Peterborough,unemployment_rate,8.320,8.231,7.685,6.967,7.921,7.495,8.091,7.639,7.803,8.445,7.897,8.560
E0600046,Peterborough,economic_inactivity_rate,25.483,25.725,27.399,26.721,26.370,23.875,25.946,25.578,25.617,27.148,24.691,24.681
E0600046,Peterborough,employment_rate,65.516,66.700,64.637,66.984,64.945,68.723,66.489,66.621,66.648,63.787,67.404,66.844
E0600046,Peterborough,claimant_count_rate,6.453,6.473,6.088,6.698,6.145,6.323,6.231,6.069,5.784,6.652,6.411,7.174
E0600046,Peterborough,qualification_level4_pct,19.881,20.627,22.935,20.263,20.984,23.166,22.537,23.362,24.731,26.232,26.063,28.814
E0600046,Peterborough,working_age_share_pct,64.218,63.887,63.231,63.081,0.637,0.639,0.634,62.741,63.616,62.943,63.215,62.657
E0600047,Southend-on-Sea,unemployment_rate,5.075,6.084,5.433,5.025,5.882,4.070,3.431,4.497,4.347,5.404,5.519,4.456
E0600047,Southend-on-Sea,economic_inactivity_rate,20.860,18.570,20.552,18.884,22.010,18.405,20.494,20.338,20.817,21.319,18.695,16.903
E0600047,Southend-on-Sea,employment_rate,74.306,74.609,73.504,75.829,72.512,78.027,75.268,75.517,75.018,73.229,75.579,78.840
E0600047,Southend-on-Sea,claimant_count_rate,3.266,3.580,3.385,3.097,3.634,1.794,2.309,2.748,2.364,3.010,3.294,3.163
E0600047,Southend-on-Sea,qualification_level4_pct,26.097,28.666,29.271,27.112,29.883,30.137,29.952,31.998,32.279,32.988,35.092,33.408
E0600047,Southend-on-Sea,working_age_share_pct,63.790,63.804,63.706,63.736,0.631,0.638,0.640,63.435,63.984,63.420,63.763,63.622
E0600048,Watford,unemployment_rate,9.806,8.127,8.328,7.709,7.651,7.642,7.656,8.612,6.438,8.590,9.258,8.023
E0600048,Watford,economic_inactivity_rate,21.288,20.388,21.573,22.079,20.893,20.650,20.311,19.270,21.696,20.774,21.988,20.873
E0600048,Watford,employment_rate,69.063,71.017,69.473,69.812,71.240,72.122,71.890,71.264,72.678,71.136,68.475,71.346
E0600048,Watford,claimant_count_rate,7.868,6.960,6.733,5.894,6.360,6.017,6.490,6.784,4.862,6.693,7.631,6.277
E0600048,Watford,qualification_level4_pct,30.285,28.814,29.903,32.752,34.929,34.435,35.757,34.780,35.568,35.333,34.546,38.213
E0600048,Watford,working_age_share_pct,62.970,62.863,62.781,62.951,0.630,0.629,0.630,63.054,62.888,62.997,62.797,62.152
E0600050,City of London,unemployment_rate,4.983,4.976,3.920,3.823,4.412,3.916,4.645,4.157,3.375,3.964,5.263,3.606
E0600050,City of London,economic_inactivity_rate,20.689,21.327,19.254,19.927,19.783,21.166,20.612,20.452,21.959,19.458,19.489,20.260
E0600050,City of London,employment_rate,75.015,73.658,76.622,77.272,75.217,73.696,73.932,76.950,74.926,75.147,75.710,76.560
E0600050,City of London,claimant_count_rate,4.273,4.051,3.291,3.531,3.436,3.839,3.100,3.303,3.204,3.657,4.076,3.062
E0600050,City of London,qualification_level4_pct,31.332,29.109,31.325,30.180,33.824,34.932,34.226,36.220,37.789,39.098,37.937,38.668
E0600050,City of London,working_age_share_pct,67.347,67.004,66.805,66.802,0.666,0.674,0.675,66.847,66.861,66.895,67.237,66.584
E0600051,Greenwich,unemployment_rate,6.183,5.769,4.625,5.550,5.053,4.817,4.817,3.311,5.302,3.823,5.426,3.268
E0600051,Greenwich,economic_inactivity_rate,18.424,19.229,17.798,19.074,17.484,18.809,19.282,21.630,21.338,18.903,17.810,15.811
E0600051,Greenwich,employment_rate,74.737,74.960,77.565,76.022,78.124,75.542,76.271,75.030,74.033,77.206,76.688,79.402
E0600051,Greenwich,claimant_count_rate,3.531,3.758,2.210,3.375,2.912,2.515,2.538,1.396,3.444,1.755,2.932,2.017
E0600051,Greenwich,qualification_level4_pct,24.261,27.774,26.267,30.251,29.673,28.614,27.584,28.879,30.476,31.432,32.588,36.206
E0600051,Greenwich,working_age_share_pct,63.289,63.049,63.482,63.238,0.628,0.631,0.623,62.047,62.579,62.624,62.973,62.666
E0600052,Hackney,unemployment_rate,4.248,4.115,3.845,4.272,4.715,2.549,4.421,6.393,3.006,3.501,6.545,4.698
E0600052,Hackney,economic_inactivity_rate,22.100,17.865,18.258,18.696,18.178,19.759,19.834,18.432,19.860,17.006,18.780,19.723
E0600052,Hackney,employment_rate,73.413,78.209,76.782,76.531,77.062,77.626,75.770,75.116,77.682,78.227,74.709,75.424
E0600052,Hackney,claimant_count_rate,2.372,1.812,1.672,1.771,2.224,0.772,2.214,3.512,1.320,2.140,4.135,2.703
E0600052,Hackney,qualification_level4_pct,24.020,25.346,26.612,25.976,28.946,27.033,28.005,30.246,28.155,30.790,30.667,32.572
E0600052,Hackney,working_age_share_pct,63.144,63.848,64.066,63.854,0.635,0.631,0.631,63.169,63.209,64.317,62.718,63.185
E0600054,Lambeth,unemployment_rate,8.352,8.735,8.303,7.510,8.004,7.996,7.218,8.577,6.998,7.672,9.140,6.373
E0600054,Lambeth,economic_inactivity_rate,26.188,26.650,24.533,24.025,25.698,27.743,27.701,25.728,24.794,27.255,24.964,25.185
E0600054,Lambeth,employment_rate,65.408,64.175,68.170,68.396,67.002,62.533,65.972,65.437,69.792,65.243,66.353,68.258
E0600054,Lambeth,claimant_count_rate,6.737,7.675,6.846,5.816,6.192,6.424,5.967,6.762,5.912,6.732,7.203,5.180
E0600054,Lambeth,qualification_level4_pct,18.396,20.557,21.211,21.336,21.691,24.951,23.472,24.142,25.678,25.955,25.089,27.484
E0600054,Lambeth,working_age_share_pct,63.341,63.637,63.599,63.045,0.628,0.634,0.633,63.123,63.346,63.247,62.883,62.706
E0600055,Newham,unemployment_rate,7.155,7.739,6.828,6.062,5.785,7.061,6.801,7.800,6.430,7.009,6.647,5.883
E0600055,Newham,economic_inactivity_rate,22.758,22.061,20.603,21.945,21.427,21.425,21.219,25.004,21.159,20.391,20.886,21.348
E0600055,Newham,employment_rate,69.396,71.385,73.293,72.556,71.913,72.981,72.601,66.073,72.730,73.598,73.054,73.839
E0600055,Newham,claimant_count_rate,5.885,5.407,5.055,4.570,4.434,4.969,6.137,5.544,5.186,5.596,4.865,4.296
E0600055,Newham,qualification_level4_pct,26.298,26.112,26.546,25.352,28.457,28.725,31.800,31.284,29.680,33.342,33.080,31.432
E0600055,Newham,working_age_share_pct,63.913,62.664,62.992,63.807,0.631,0.631,0.629,63.837,62.994,63.597,62.907,62.496
E0600056,Westminster,unemployment_rate,5.609,5.475,6.541,4.240,5.253,4.595,5.496,5.139,6.676,5.115,5.392,3.980
E0600056,Westminster,economic_inactivity_rate,20.310,19.640,19.639,19.328,18.565,18.507,18.237,18.172,18.262,17.215,19.353,17.484
E0600056,Westminster,employment_rate,73.534,74.616,73.675,76.250,75.411,77.260,76.915,77.620,74.533,77.587,75.139,79.117
E0600056,Westminster,claimant_count_rate,3.591,3.670,4.281,2.130,3.722,2.959,3.512,3.493,4.711,3.625,4.032,2.612
E0600056,Westminster,qualification_level4_pct,28.272,27.630,29.395,32.581,31.491,31.605,32.784,35.147,31.623,32.605,36.160,35.992
E0600056,Westminster,working_age_share_pct,64.296,64.363,63.518,63.477,0.642,0.637,0.635,63.789,63.447,63.453,63.613,63.336
E0600058,Guildford,unemployment_rate,9.545,7.960,9.673,9.950,9.572,8.980,9.128,9.437,9.859,8.924,9.631,8.268
E0600058,Guildford,economic_inactivity_rate,24.614,24.645,24.827,25.539,24.617,25.476,22.961,23.875,25.139,24.547,22.663,23.964
E0600058,Guildford,employment_rate,64.819,66.994,65.028,65.392,65.739,65.373,68.061,66.495,64.467,65.924,67.819,67.301
E0600058,Guildford,claimant_count_rate,7.240,7.357,7.517,7.601,7.850,6.306,6.996,7.593,8.577,7.067,7.324,6.638
E0600058,Guildford,qualification_level4_pct,23.142,22.849,22.584,27.864,26.432,27.566,25.620,26.577,27.598,29.544,30.812,28.600
E0600058,Guildford,working_age_share_pct,61.070,61.611,62.316,..,0.614,0.613,0.616,61.409,61.134,61.356,61.471,61.388
E0600059,Milton Keynes,unemployment_rate,4.725,5.577,6.008,5.813,4.884,6.465,5.860,5.728,4.640,5.098,5.221,3.627
E0600059,Milton Keynes,economic_inactivity_rate,19.278,21.200,21.074,21.243,21.573,19.073,20.187,22.296,19.609,19.784,19.684,19.612
E0600059,Milton Keynes,employment_rate,76.628,73.223,72.378,..,72.980,75.799,72.615,72.987,75.263,75.486,75.071,76.687
E0600059,Milton Keynes,claimant_count_rate,2.877,3.323,3.475,3.140,2.945,4.019,4.548,3.729,3.329,3.087,3.643,2.000
E0600059,Milton Keynes,qualification_level4_pct,24.838,24.879,24.331,27.642,26.561,30.859,27.661,30.826,29.268,32.308,..,31.811
E0600059,Milton Keynes,working_age_share_pct,63.126,64.475,63.660,64.881,0.637,0.632,0.631,62.867,63.583,63.099,62.560,62.960
E0600060,Oxford,unemployment_rate,9.445,10.366,8.699,9.882,9.854,7.937,8.525,8.758,8.709,8.323,9.564,9.549
E0600060,Oxford,economic_inactivity_rate,29.451,28.350,29.705,25.780,26.005,27.106,25.801,28.042,27.027,27.821,26.749,26.521
E0600060,Oxford,employment_rate,60.768,61.802,61.341,64.553,64.311,64.616,66.603,63.701,64.797,63.954,63.092,63.977
E0600060,Oxford,claimant_count_rate,7.874,8.431,7.358,7.884,7.641,6.474,6.979,7.229,7.583,7.472,7.463,7.323
E0600060,Oxford,qualification_level4_pct,20.659,16.795,19.114,19.393,18.654,19.639,20.313,23.205,21.652,22.141,25.030,24.903
E0600060,Oxford,working_age_share_pct,62.935,63.142,62.875,62.392,0.636,0.632,0.631,62.903,63.115,62.631,62.793,62.125
E0600061,Portsmouth,unemployment_rate,6.188,4.659,5.314,4.988,5.601,4.279,4.623,4.635,5.475,3.167,7.017,4.109
E0600061,Portsmouth,economic_inactivity_rate,21.852,19.899,19.251,20.632,19.678,19.255,18.740,20.319,19.232,18.789,19.669,17.758
E0600061,Portsmouth,employment_rate,72.261,75.406,76.025,74.278,74.270,76.258,77.060,73.985,74.658,77.628,73.698,78.004
E0600061,Portsmouth,claimant_count_rate,3.367,2.848,2.675,2.998,3.450,2.498,2.960,2.799,2.935,2.547,4.132,2.340
E0600061,Portsmouth,qualification_level4_pct,24.396,24.985,26.327,28.128,25.673,27.382,29.532,29.070,28.095,30.601,30.772,32.190
E0600061,Portsmouth,working_age_share_pct,64.687,63.937,63.778,63.972,0.641,0.634,0.639,64.082,63.809,63.758,63.313,63.240
E0600063,Southampton,unemployment_rate,8.714,8.171,8.113,8.727,9.787,9.084,9.205,8.928,8.637,7.981,9.615,8.424
E0600063,Southampton,economic_inactivity_rate,24.938,24.276,23.125,22.902,25.699,23.942,26.540,24.439,23.686,24.819,24.026,25.525
E0600063,Southampton,employment_rate,66.191,68.005,67.875,68.060,63.800,67.289,64.202,65.458,68.003,66.603,65.194,65.309
E0600063,Southampton,claimant_count_rate,7.279,7.392,6.736,7.380,7.644,7.490,6.911,7.603,6.726,6.909,7.660,7.342
E0600063,Southampton,qualification_level4_pct,23.562,24.531,25.984,26.576,25.645,27.841,28.218,26.909,28.553,27.703,30.641,30.710
E0600063,Southampton,working_age_share_pct,63.455,63.494,63.866,63.025,0.633,0.629,0.636,63.486,62.383,62.611,62.873,62.803
E0600064,Wokingham,unemployment_rate,6.257,6.471,7.858,6.677,5.659,5.958,6.967,6.948,6.166,6.219,7.776,5.287
E0600064,Wokingham,economic_inactivity_rate,23.209,23.936,22.208,24.472,23.307,22.607,24.463,21.188,25.220,24.390,..,21.778
E0600064,Wokingham,employment_rate,69.898,70.310,69.798,68.624,70.706,71.699,68.613,72.387,68.451,70.224,68.971,73.152
E0600064,Wokingham,claimant_count_rate,3.804,4.683,5.455,3.859,3.384,4.167,4.736,4.907,4.368,3.505,4.738,3.709
E0600064,Wokingham,qualification_level4_pct,18.191,18.126,20.487,20.449,20.804,22.678,18.534,20.985,26.147,27.789,24.963,27.014
E0600064,Wokingham,working_age_share_pct,62.121,62.214,62.889,62.577,0.623,0.620,0.621,61.772,62.012,62.492,62.027,62.033
E0600065,Bath and North East Somerset,unemployment_rate,10.788,8.917,9.050,8.730,10.190,8.363,10.060,8.853,9.375,8.537,8.977,9.146
E0600065,Bath and North East Somerset,economic_inactivity_rate,27.466,27.536,25.370,27.161,28.227,25.893,25.863,28.144,25.551,26.735,25.598,25.632
E0600065,Bath and North East Somerset,employment_rate,61.497,63.330,65.333,64.303,61.112,66.179,64.048,62.961,64.918,64.512,64.917,65.469
E0600065,Bath and North East Somerset,claimant_count_rate,9.093,7.408,7.818,7.676,7.585,7.207,8.105,6.910,7.568,7.375,7.523,8.043
E0600065,Bath and North East Somerset,qualification_level4_pct,18.246,19.900,19.239,18.537,22.078,21.980,21.825,23.183,24.416,27.037,25.206,25.791
E0600065,Bath and North East Somerset,working_age_share_pct,63.456,63.247,62.858,62.266,0.627,0.625,0.624,63.080,62.752,63.186,62.410,62.183
E0600066,"Bournemouth, Christchurch and Poole",unemployment_rate,2.632,2.227,3.225,3.875,2.904,2.865,3.147,1.106,3.327,2.618,4.544,2.154
E0600066,"Bournemouth, Christchurch and Poole",economic_inactivity_rate,17.883,17.181,17.824,16.034,16.166,15.465,13.464,16.522,15.286,15.175,15.316,16.263
E0600066,"Bournemouth, Christchurch and Poole",employment_rate,79.523,81.015,79.879,79.473,81.736,81.466,82.802,81.667,80.887,82.612,79.690,81.464
E0600066,"Bournemouth, Christchurch and Poole",claimant_count_rate,0.100,0.100,0.622,0.651,0.439,0.100,0.100,0.100,0.307,0.641,0.642,0.334
E0600066,"Bournemouth, Christchurch and Poole",qualification_level4_pct,25.638,27.343,27.337,28.860,30.278,28.640,29.292,32.944,29.959,33.134,35.056,34.317
E0600066,"Bournemouth, Christchurch and Poole",working_age_share_pct,62.909,63.905,63.011,63.385,0.628,0.622,0.636,62.895,62.560,62.583,62.052,62.791
E0600067,"Bristol, City of",unemployment_rate,7.735,6.353,7.157,5.233,6.765,6.458,6.249,6.032,4.442,6.401,6.481,6.812
E0600067,"Bristol, City of",economic_inactivity_rate,20.701,20.847,21.892,20.581,20.465,21.890,20.759,21.169,20.321,22.322,20.717,18.310
E0600067,"Bristol, City of",employment_rate,71.530,72.118,71.000,74.242,73.486,71.037,74.003,72.518,75.928,72.595,73.249,74.644
E0600067,"Bristol, City of",claimant_count_rate,5.039,4.658,5.365,3.750,4.485,4.474,4.697,4.492,3.375,4.840,4.428,4.284
E0600067,"Bristol, City of",qualification_level4_pct,24.241,22.873,27.278,25.461,29.455,28.707,30.819,31.618,29.563,33.089,32.476,34.187
E0600067,"Bristol, City of",working_age_share_pct,63.283,63.911,63.476,63.189,0.631,0.629,0.630,62.932,62.565,62.912,63.087,63.568
E0600068,Cornwall,unemployment_rate,9.546,10.411,8.941,9.458,8.170,9.321,8.478,9.626,9.229,8.158,10.554,7.588
E0600068,Cornwall,economic_inactivity_rate,24.973,24.758,24.523,23.926,24.514,23.049,23.473,22.755,23.898,22.501,22.887,24.104
E0600068,Cornwall,employment_rate,66.014,63.548,64.907,67.494,67.523,68.370,66.914,67.516,67.052,69.557,66.738,67.976
E0600068,Cornwall,claimant_count_rate,7.622,8.142,6.708,7.810,6.810,8.152,6.490,7.257,7.993,6.800,9.334,6.118
E0600068,Cornwall,qualification_level4_pct,24.741,26.068,25.153,26.813,27.491,26.438,25.102,26.233,28.493,31.377,30.539,28.397
E0600068,Cornwall,working_age_share_pct,62.625,62.162,62.961,61.894,0.624,0.622,0.625,61.828,62.648,62.477,61.706,61.823
E0600069,Exeter,unemployment_rate,2.704,5.610,4.544,3.629,3.949,3.897,1.821,3.877,2.509,4.021,4.032,2.748
E0600069,Exeter,economic_inactivity_rate,18.720,19.629,16.830,20.034,18.542,19.668,18.158,16.906,17.747,16.821,17.174,15.594
E0600069,Exeter,employment_rate,79.164,75.131,78.953,75.827,77.416,76.860,80.586,79.189,79.822,79.483,79.403,81.502
E0600069,Exeter,claimant_count_rate,0.702,3.644,1.872,2.077,1.746,1.935,0.100,1.527,0.382,2.181,1.841,0.639
E0600069,Exeter,qualification_level4_pct,26.670,24.970,27.411,28.660,26.398,29.021,27.144,30.281,29.658,32.747,31.222,32.823
E0600069,Exeter,working_age_share_pct,63.407,63.595,63.787,64.355,0.639,0.640,0.639,63.338,63.846,64.003,63.131,63.680
E0600070,Plymouth,unemployment_rate,7.430,6.974,6.186,7.897,7.722,7.156,6.570,8.014,7.640,8.013,7.571,6.365
E0600070,Plymouth,economic_inactivity_rate,21.790,21.700,21.491,20.259,20.276,21.525,22.836,21.594,19.371,19.440,20.504,20.016
E0600070,Plymouth,employment_rate,71.119,71.385,72.112,71.734,73.448,70.583,71.180,69.394,72.771,72.468,71.263,72.170
E0600070,Plymouth,claimant_count_rate,5.450,5.563,5.105,5.958,6.230,5.335,5.167,5.410,6.623,5.734,5.302,4.977
E0600070,Plymouth,qualification_level4_pct,27.405,25.364,27.927,28.505,26.767,31.154,30.988,29.899,32.787,30.212,35.330,33.976
E0600070,Plymouth,working_age_share_pct,62.944,62.896,62.796,62.690,0.634,0.629,0.632,63.138,62.984,62.715,63.010,62.927
E0600071,Swindon,unemployment_rate,8.312,7.936,7.301,8.169,7.525,7.685,7.425,8.556,8.009,6.956,7.632,6.903
E0600071,Swindon,economic_inactivity_rate,24.875,24.756,22.335,23.626,24.940,23.818,22.891,24.486,24.363,22.404,23.090,21.914
E0600071,Swindon,employment_rate,67.450,66.549,71.176,68.019,67.865,68.699,69.176,67.883,68.401,71.871,69.783,70.727
E0600071,Swindon,claimant_count_rate,6.176,6.727,5.338,6.083,6.047,5.818,5.454,5.879,6.049,5.312,6.566,5.949
E0600071,Swindon,qualification_level4_pct,21.520,21.020,22.465,23.229,22.194,24.622,24.092,24.735,27.644,25.374,27.284,30.923
E0600071,Swindon,working_age_share_pct,62.642,63.109,62.856,62.137,0.625,0.627,0.619,62.371,61.353,61.684,61.917,61.802
